Year,Name,Nameco,lg,Tm,Vote Pts,1st Place,Share,WAR,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS
2004,Steve Finley,finlest01,NL,TOT,15,0,3%,3.2,162,628,92,170,36,94,9,61,0.271,0.333,0.49,0.823
2004,Todd Helton,heltoto01,NL,COL,9,0,2%,8.3,154,547,115,190,32,96,3,127,0.347,0.469,0.62,1.088
2004,Juan Pierre,pierrju01,NL,FLA,9,0,2%,3.9,162,678,100,221,3,49,45,45,0.326,0.374,0.407,0.781
2004,Johnny Estrada,estrajo01,NL,ATL,8,0,2%,2,134,462,56,145,9,76,0,39,0.314,0.378,0.45,0.828
2004,Jim Thome,thomeji01,NL,PHI,7,0,2%,3.2,143,508,97,139,42,105,0,104,0.274,0.396,0.581,0.977
2004,Miguel Cabrera,cabremi01,NL,FLA,5,0,1%,3.5,160,603,101,177,33,112,5,68,0.294,0.366,0.512,0.879
2004,Bobby Abreu,abreubo01,NL,PHI,3,0,1%,6.6,159,574,118,173,30,105,40,127,0.301,0.428,0.544,0.971
2004,Jeromy Burnitz,burnije01,NL,COL,3,0,1%,1.3,150,540,94,153,37,110,5,58,0.283,0.356,0.559,0.916
2004,Vinny Castilla,castivi02,NL,COL,3,0,1%,3.1,148,583,93,158,35,131,0,51,0.271,0.332,0.535,0.867
2004,Adam Dunn,dunnad01,NL,CIN,2,0,0%,4.7,161,568,105,151,46,102,6,108,0.266,0.388,0.569,0.956
2004,Phil Nevin,nevinph01,NL,SDP,1,0,0%,3.1,147,547,78,158,26,105,0,66,0.289,0.368,0.492,0.859
2004,Jimmy Rollins,rolliji01,NL,PHI,1,0,0%,4.7,154,657,119,190,14,73,30,57,0.289,0.348,0.455,0.803
2003,Barry Bonds,bondsba01,NL,SFG,426,28,95%,9.2,130,390,111,133,45,90,7,148,0.341,0.529,0.749,1.278
2003,Albert Pujols,pujolal01,NL,STL,303,3,68%,8.7,157,591,137,212,43,124,5,79,0.359,0.439,0.667,1.106
2003,Gary Sheffield,sheffga01,NL,ATL,247,1,55%,6.8,155,576,126,190,39,132,18,86,0.33,0.419,0.604,1.023
2003,Jim Thome,thomeji01,NL,PHI,203,0,45%,4.7,159,578,111,154,47,131,0,111,0.266,0.385,0.573,0.958
2003,Javy Lopez,lopezja01,NL,ATL,159,0,35%,6.8,129,457,89,150,43,109,0,33,0.328,0.378,0.687,1.065
2003,Todd Helton,heltoto01,NL,COL,75,0,17%,6.3,160,583,135,209,33,117,0,111,0.358,0.458,0.63,1.088
2003,Sammy Sosa,sosasa01,NL,CHC,53,0,12%,2.7,137,517,99,144,40,103,0,62,0.279,0.358,0.553,0.911
2003,Juan Pierre,pierrju01,NL,FLA,39,0,9%,3.5,162,668,100,204,1,41,65,55,0.305,0.361,0.373,0.734
2003,Mike Lowell,lowelmi01,NL,FLA,30,0,7%,2.8,130,492,76,136,32,105,3,56,0.276,0.35,0.53,0.881
2003,Richie Sexson,sexsori01,NL,MIL,21,0,5%,3.2,162,606,97,165,45,124,2,98,0.272,0.379,0.548,0.927
2003,Andruw Jones,jonesan01,NL,ATL,15,0,3%,4.9,156,595,101,165,36,116,4,53,0.277,0.338,0.513,0.851
2003,Jeff Bagwell,bagweje01,NL,HOU,14,0,3%,4.1,160,605,109,168,39,100,11,88,0.278,0.373,0.524,0.897
2003,Edgar Renteria,renteed01,NL,STL,13,0,3%,5.6,157,587,96,194,13,100,34,65,0.33,0.394,0.48,0.874
2003,Preston Wilson,wilsopr01,NL,COL,12,0,3%,2.6,155,600,94,169,36,141,14,54,0.282,0.343,0.537,0.88
2003,Vladimir Guerrero,guerrvl01,NL,MON,10,0,2%,3.2,112,394,71,130,25,79,9,63,0.33,0.426,0.586,1.012
2003,Marcus Giles,gilesma01,NL,ATL,9,0,2%,7.9,145,551,101,174,21,69,14,59,0.316,0.39,0.526,0.917
2003,Richard Hidalgo,hidalri01,NL,HOU,9,0,2%,5.7,141,514,91,159,28,88,9,58,0.309,0.385,0.572,0.957
2003,Luis Castillo,castilu01,NL,FLA,8,0,2%,4.4,152,595,99,187,6,39,21,63,0.314,0.381,0.397,0.778
2003,Ivan Rodriguez,rodriiv01,NL,FLA,5,0,1%,4.5,144,511,90,152,16,85,10,55,0.297,0.369,0.474,0.843
2003,Luis Gonzalez,gonzalu01,NL,ARI,4,0,1%,3.2,156,579,92,176,26,104,5,94,0.304,0.402,0.532,0.934
2003,Chipper Jones,jonesch06,NL,ATL,4,0,1%,4.4,153,555,103,169,27,106,2,94,0.305,0.402,0.517,0.92
2003,Bobby Abreu,abreubo01,NL,PHI,3,0,1%,5.4,158,577,99,173,20,101,22,109,0.3,0.409,0.468,0.877
2003,Miguel Cabrera,cabremi01,NL,FLA,3,0,1%,0.6,87,314,39,84,12,62,0,25,0.268,0.325,0.468,0.793
2003,Jim Edmonds,edmonji01,NL,STL,3,0,1%,6,137,447,89,123,39,89,1,77,0.275,0.385,0.617,1.002
2003,Mark Grudzielanek,grudzma01,NL,CHC,3,0,1%,2.3,121,481,73,151,3,38,6,30,0.314,0.366,0.416,0.782
2003,Derrek Lee,leede02,NL,FLA,3,0,1%,2.9,155,539,91,146,31,92,21,88,0.271,0.379,0.508,0.888
2003,Rafael Furcal,furcara02,NL,ATL,2,0,0%,4.9,156,664,130,194,15,61,25,60,0.292,0.352,0.443,0.794
2002,Barry Bonds,bondsba01,NL,SFG,448,32,100%,11.8,143,403,117,149,46,110,9,198,0.37,0.582,0.799,1.381
2002,Albert Pujols,pujolal01,NL,STL,276,0,62%,5.5,157,590,118,185,34,127,2,72,0.314,0.394,0.561,0.955
2002,Lance Berkman,berkmla01,NL,HOU,181,0,40%,4.9,158,578,106,169,42,128,8,107,0.292,0.405,0.578,0.982
2002,Vladimir Guerrero,guerrvl01,NL,MON,168,0,38%,7,161,614,106,206,39,111,40,84,0.336,0.417,0.593,1.01
2002,Shawn Green,greensh01,NL,LAD,146,0,33%,6.9,158,582,110,166,42,114,8,93,0.285,0.385,0.558,0.944
2002,Jeff Kent,kentje01,NL,SFG,135,0,30%,7.1,152,623,102,195,37,108,5,52,0.313,0.368,0.565,0.933
2002,Sammy Sosa,sosasa01,NL,CHC,63,0,14%,5.7,150,556,122,160,49,108,2,103,0.288,0.399,0.594,0.993
2002,Chipper Jones,jonesch06,NL,ATL,50,0,11%,5.8,158,548,90,179,26,100,8,107,0.327,0.435,0.536,0.972
2002,Brian Giles,gilesbr02,NL,PIT,27,0,6%,5.4,153,497,95,148,38,103,15,135,0.298,0.45,0.622,1.072
2002,Pat Burrell,burrepa01,NL,PHI,8,0,2%,4.6,157,586,96,165,37,116,1,89,0.282,0.376,0.544,0.92
2002,Junior Spivey,spiveju01,NL,ARI,8,0,2%,3.9,143,538,103,162,16,78,11,65,0.301,0.389,0.476,0.865
2002,Andruw Jones,jonesan01,NL,ATL,7,0,2%,6.6,154,560,91,148,35,94,8,83,0.264,0.366,0.513,0.878
2002,Jim Edmonds,edmonji01,NL,STL,6,0,1%,6.7,144,476,96,148,28,83,4,86,0.311,0.42,0.561,0.981
2002,Gary Sheffield,sheffga01,NL,ATL,6,0,1%,4.4,135,492,82,151,25,84,12,72,0.307,0.404,0.512,0.916
2002,Todd Helton,heltoto01,NL,COL,3,0,1%,6.3,156,553,107,182,30,109,5,99,0.329,0.429,0.577,1.006
2002,Edgar Renteria,renteed01,NL,STL,2,0,0%,4.2,152,544,77,166,11,83,22,49,0.305,0.364,0.439,0.803
2002,Benito Santiago,santibe01,NL,SFG,2,0,0%,2.6,126,478,56,133,16,74,4,27,0.278,0.315,0.45,0.765
2002,Larry Walker,walkela01,NL,COL,2,0,0%,6.1,136,477,95,161,26,104,6,65,0.338,0.421,0.602,1.023
2002,Jose Vidro,vidrojo01,NL,MON,1,0,0%,5.3,152,604,103,190,19,96,2,60,0.315,0.378,0.49,0.868
